Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
65592,0.68,7.04,91,28.691513,11.32,1.887798,3.5120308,0.36869723,0.81978363,3.7046871,4332,2.7721348
65593,0.68,7.08,102,38.375195,22.076799,1.9300768,3.5496056,0.37264186,0.8207159,3.6760564,4332,2.724683
65594,0.68,7.12,135,73.011009,62.731201,1.9702156,3.8679888,0.40606612,0.82831925,3.4557838,4332,2.5786514
65595,0.68,7.16,136,72.054672,61.1968,1.9697683,3.8676252,0.40602794,0.82831085,3.4560149,4332,2.5792432
65596,0.68,7.2,106,42.236126,26.406401,1.9232297,3.533751,0.37097743,0.82032347,3.6880629,4332,2.7368543
65597,0.68,7.24,84,27.227448,11.824,1.8813521,3.5027611,0.36772406,0.81955242,3.7118449,4332,2.7795966
65599,0.68,7.32,81,22.344883,7.3119998,2.061763,2.4665704,0.25894353,0.78998667,4.8510737,4332,3.1436384
65600,0.68,7.36,89,23.430403,7.4815998,2.1242051,2.8280697,0.29689416,0.80125856,4.3588085,4332,2.8814135
65601,0.68,7.4,91,23.329962,7.2992001,2.1248193,2.828264,0.29691455,0.80126435,4.3585777,4332,2.8810198
65602,0.68,7.44,90,23.028296,7.2096,2.1241727,2.8274865,0.29683292,0.80124134,4.3595014,4332,2.8814561
65603,0.68,7.48,84,22.413893,7.2863998,2.1181614,2.8208947,0.29614091,0.80104625,4.3673515,4332,2.8859816
65604,0.68,7.52,82,23.040989,7.7199998,2.0889034,2.8013024,0.2940841,0.80046439,4.390903,4332,2.913904
65606,0.68,7.6,87,38.340282,26.313601,1.9917219,3.1185513,0.32738927,0.80951613,4.045948,4332,2.8501375
65607,0.68,7.64,97,44.365986,32.124802,2.0087318,3.1325614,0.32886007,0.80989879,4.0323253,4332,2.8342772
65608,0.68,7.68,108,51.783161,38.5056,2.0141499,3.1366215,0.32928631,0.81000942,4.0283999,4332,2.8299561
65609,0.68,7.72,109,53.244698,39.591999,2.0144916,3.1368608,0.3293114,0.81001592,4.0281692,4332,2.8297126
65610,0.68,7.76,95,38.697723,23.264,2.008415,3.1325614,0.32886007,0.80989879,4.0323253,4332,2.8344023
131128,0.72,7.04,102,32.769993,13.744,1.9286364,3.5453231,0.37219226,0.82061005,3.6792889,4332,2.7285223
131129,0.72,7.08,113,40.958103,22.486401,1.9600154,3.5770741,0.37552553,0.82139254,3.6555068,4332,2.6932118
131130,0.72,7.12,145,73.255661,59.785599,2.0047596,3.9002588,0.40945384,0.8290621,3.4354653,4332,2.5406923
131131,0.72,7.16,143,70.484398,57.271999,2.0002878,3.8958266,0.40898857,0.82896036,3.438236,4332,2.545579
131132,0.72,7.2,115,40.43277,22.9568,1.9506994,3.557894,0.373512,0.82092053,3.6698222,4332,2.7080452
131133,0.72,7.24,100,27.023703,9.5056,1.8831531,3.4988883,0.3673175,0.81945568,3.7148464,4332,2.7823267
131135,0.72,7.32,96,23.956745,7.1680002,2.1265001,2.8292365,0.29701665,0.80129308,4.3574233,4332,2.8799608
131136,0.72,7.36,100,23.603025,6.7919998,2.1276493,2.8298204,0.29707795,0.8013103,4.3567305,4332,2.8792803
131137,0.72,7.4,99,23.024195,6.5760002,2.1268878,2.8288474,0.29697582,0.80128157,4.3578849,4332,2.8798037
131138,0.72,7.44,101,23.552282,6.744,2.1278379,2.8298204,0.29707795,0.8013103,4.3567305,4332,2.8791878
131139,0.72,7.48,99,23.681519,6.9759998,2.1273429,2.8296258,0.29705751,0.80130458,4.3569613,4332,2.8794622
131140,0.72,7.52,84,21.68857,6.8175998,2.0893531,2.8016841,0.29412416,0.80047578,4.3904409,4332,2.913708
131142,0.72,7.6,102,39.809086,25.363199,2.0101171,3.1332772,0.32893521,0.80991828,4.0316324,4332,2.833379
131143,0.72,7.64,111,45.547054,30.568001,1.9815927,3.2736475,0.34367144,0.8136788,3.9016395,4332,2.8015399
131144,0.72,7.68,120,53.093029,36.9744,1.9860798,3.2775598,0.34408215,0.8137818,3.898176,4332,2.7977886
131145,0.72,7.72,122,55.905392,38.9072,1.9869924,3.2783432,0.3441644,0.81380236,3.8974833,4332,2.7970419
131146,0.72,7.76,107,43.013672,25.2064,1.9803404,3.273387,0.34364411,0.81367195,3.9018703,4332,2.8024173
196664,0.76,7.04,102,30.459377,12.1008,2.0412407,3.3580873,0.35253605,0.81588012,3.8286769,4332,2.7066453
196665,0.76,7.08,112,37.266163,19.3776,1.959281,3.576452,0.37546024,0.82137728,3.6559687,4332,2.6939106
196666,0.76,7.12,149,72.022911,57.112,2.0064352,3.9017384,0.40960917,0.82909608,3.4345417,4332,2.5391972
196667,0.76,7.16,148,68.984161,53.7952,2.0052979,3.9006286,0.40949267,0.82907057,3.4352343,4332,2.540391
196668,0.76,7.2,124,40.585949,21.235201,1.9568036,3.5631325,0.37406194,0.82104963,3.6658971,4332,2.7023127
196669,0.76,7.24,117,30.89657,10.6496,1.9276317,3.5340545,0.37100929,0.82033098,3.6878319,4332,2.7355607
196670,0.76,7.28,93,20.425934,5.5376,2.1261444,2.8300149,0.29709837,0.80131608,4.3564997,4332,2.8801429
196671,0.76,7.32,109,24.63987,6.7328,2.1296883,2.8307939,0.29718015,0.80133909,4.355576,4332,2.8782458
196672,0.76,7.36,104,22.756449,6.072,2.1283455,2.8298204,0.29707795,0.8013103,4.3567305,4332,2.8789675
196673,0.76,7.4,101,21.336105,5.552,2.1263962,2.8286529,0.29695538,0.80127579,4.3581157,4332,2.8806069
196674,0.76,7.44,101,21.455666,5.6431999,2.1262736,2.8284585,0.29693496,0.80127007,4.3583469,4332,2.8807011
196675,0.76,7.48,102,22.463762,6.1328001,2.1265624,2.8286529,0.29695538,0.80127579,4.3581157,4332,2.8805368
196676,0.76,7.52,108,24.524914,6.9071999,2.1285882,2.8304045,0.29713926,0.80132759,4.3560381,4332,2.8793421
196677,0.76,7.56,89,20.552114,6.0367999,2.1253285,2.8311837,0.29722106,0.80135059,4.3551145,4332,2.8804758
196678,0.76,7.6,120,41.944683,23.112,1.9848415,3.2754719,0.34386298,0.81372684,3.900023,4332,2.7990952
196679,0.76,7.64,123,48.517162,30.854401,1.9865998,3.2772985,0.34405473,0.81377488,3.8984067,4332,2.7975647
196680,0.76,7.68,126,54.098293,36.628799,1.9886297,3.27965,0.34430158,0.81383675,3.8963287,4332,2.7957444
196681,0.76,7.72,123,52.332752,34.1856,1.987218,3.2783432,0.3441644,0.81380236,3.8974833,4332,2.796912
196682,0.76,7.76,105,38.426586,20.742399,1.9793279,3.2726059,0.3435621,0.81365138,3.9025629,4332,2.8032627
262200,0.8,7.04,102,29.137228,11.4064,2.0412407,3.3580873,0.35253605,0.81588012,3.8286769,4332,2.7066453
262201,0.8,7.08,110,33.311489,15.5616,1.9552077,3.5724149,0.37503639,0.82127804,3.6589701,4332,2.6981797
262202,0.8,7.12,146,66.708405,51.478401,2.0048232,3.9002588,0.40945384,0.8290621,3.4354653,4332,2.5407245
262203,0.8,7.16,141,62.477539,47.959999,2.0005233,3.8961957,0.40902728,0.82896882,3.438005,4332,2.5451014
262204,0.8,7.2,109,31.902433,15.9952,1.9255395,3.535573,0.3711687,0.82036865,3.6866775,4332,2.7346694
262205,0.8,7.24,86,19.30418,5.7951999,1.8782514,3.4950242,0.36691183,0.81935906,3.7178481,4332,2.7862053
262207,0.8,7.32,86,18.253939,4.7839999,2.1169119,2.820508,0.29610032,0.80103481,4.3678136,4332,2.8884857
262208,0.8,7.36,95,18.948063,4.6799998,2.1233554,2.8261268,0.2966902,0.80120111,4.3611174,4332,2.8827744
262209,0.8,7.4,100,19.752245,4.8271999,2.1248593,2.8270979,0.29679215,0.80122983,4.3599629,4332,2.8818932
262210,0.8,7.44,99,19.693623,4.8992,2.1253083,2.8274865,0.29683292,0.80124134,4.3595014,4332,2.8813317
262211,0.8,7.48,97,19.821554,5.0976,2.124706,2.8270979,0.29679215,0.80122983,4.3599629,4332,2.8816848
262212,0.8,7.52,84,18.721516,5.2048001,2.0875304,2.8007305,0.29402405,0.80044734,4.3915954,4332,2.9155242
262214,0.8,7.6,91,28.888416,15.744,2.0076809,3.1325614,0.32886007,0.80989879,4.0323253,4332,2.834753
262215,0.8,7.64,106,38.802296,24.692801,2.0241075,3.1495888,0.33064762,0.81036204,4.0159316,4332,2.8199062
262216,0.8,7.68,121,48.852211,32.195202,1.9866121,3.2780819,0.34413698,0.81379551,3.8977141,4332,2.7973349
262217,0.8,7.72,117,45.911297,28.656,1.9847616,3.2765155,0.34397253,0.81375432,3.8990996,4332,2.7988536
262218,0.8,7.76,101,32.795208,15.568,1.975933,3.2687056,0.34315264,0.81354862,3.9060264,4332,2.8063953
327736,0.84,7.04,92,22.003006,6.9120002,2.0096235,3.3327875,0.34988004,0.81522518,3.8501501,4332,2.7389452
327737,0.84,7.08,94,22.683102,8.4639997,1.9101087,3.5340545,0.37100929,0.82033098,3.6878319,4332,2.7452922
327738,0.84,7.12,137,60.210972,46.257599,1.9731184,3.8705361,0.40633354,0.82837802,3.4541676,4332,2.5755987
327739,0.84,7.16,128,54.657177,41.9856,1.9677399,3.865808,0.40583718,0.82826883,3.4571693,4332,2.5807481
327740,0.84,7.2,95,25.367149,12.0608,1.9169085,3.5289011,0.37046829,0.82020319,3.6917572,4332,2.742626
327741,0.84,7.24,81,17.433615,4.9295998,1.9165146,3.2158155,0.33760017,0.81214517,3.9538212,4332,2.8677921
327743,0.84,7.32,81,16.459587,4.0864,2.0612273,2.4661269,0.25889698,0.78997201,4.8517661,4332,3.1439812
327744,0.84,7.36,83,14.9294,3.3248,2.0547552,2.6386971,0.2770136,0.79550636,4.5998616,4332,3.046911
327745,0.84,7.4,83,14.046597,2.9375999,2.1168022,2.8203146,0.29608002,0.80102909,4.3680444,4332,2.8881297
327746,0.84,7.44,85,14.626451,3.1312001,2.118736,2.8222494,0.29628313,0.80108637,4.3657355,4332,2.8858562
327747,0.84,7.48,82,15.306084,3.6256001,2.0860169,2.7997773,0.293924,0.80041897,4.3927498,4332,2.9167645
327748,0.84,7.52,82,17.155693,4.4944,2.0860169,2.7997773,0.293924,0.80041897,4.3927498,4332,2.9167645
327750,0.84,7.6,82,23.939941,12.0352,1.9879535,3.1159532,0.32711649,0.80944502,4.0484877,4332,2.8533838
327751,0.84,7.64,94,33.640411,21.4272,2.0077875,3.1320844,0.32880998,0.80988574,4.0327868,4332,2.8349285
327752,0.84,7.68,109,42.131927,27.832001,2.0167897,3.1392543,0.32956269,0.81008112,4.0258603,4332,2.8274369
327753,0.84,7.72,105,37.923157,22.9296,2.0153551,3.1382966,0.32946214,0.81005502,4.0267835,4332,2.8284793
327754,0.84,7.76,85,21.76741,8.0607996,1.9774013,3.109359,0.32642424,0.8092643,4.0549526,4332,2.8678203
393257,0.88,6.44,42,8.7469444,2.3471999,1.6746235,4.2259812,0.44364861,0.83630311,3.2477489,4332,2.7166045
393258,0.88,6.48,60,21.750759,13.072,1.7301131,4.2885361,0.4502157,0.83764338,3.214962,4332,2.6515565
393259,0.88,6.52,52,14.967987,8.0271997,1.7311085,4.2983942,0.45125055,0.83785319,3.2098823,4332,2.6477416
393260,0.88,6.56,38,5.786551,1.1824,1.8782728,3.5225558,0.36980215,0.82004553,3.6966059,4332,2.7681646
393261,0.88,6.6,36,5.377718,0.99040002,1.83831,3.4539442,0.36259922,0.81832683,3.7501731,4332,2.8287106
393262,0.88,6.64,32,5.0924959,0.95520002,1.8055828,3.4183571,0.35886323,0.81742483,3.7788041,4332,2.8700407
393264,0.88,6.72,19,2.6990466,0.50400001,1.7806939,3.3452537,0.35118875,0.81554836,3.839529,4332,2.9172521
393265,0.88,6.76,23,3.3436391,0.63840002,1.8042376,3.3627536,0.35302591,0.81600052,3.8247519,4332,2.8902786
393266,0.88,6.8,41,15.748744,11.216,1.6628917,4.4770846,0.47000971,0.84159279,3.121681,4332,2.6580503
393272,0.88,7.04,87,19.072384,5.4000001,2.0075784,3.3314381,0.34973836,0.81519014,3.8513045,4332,2.7405744
393273,0.88,7.08,89,19.278217,6.4335999,1.8976253,3.5195422,0.36948577,0.81997061,3.6989148,4332,2.7612476
393274,0.88,7.12,133,56.964733,42.820801,1.970701,3.870172,0.4062953,0.82836962,3.4543986,4332,2.5773098
393275,0.88,7.16,126,51.609089,38.284801,1.9656347,3.8639925,0.40564659,0.82822686,3.4583237,4332,2.5829043
393276,0.88,7.2,91,22.262644,9.2992001,1.8989319,3.5153317,0.36904377,0.81986582,3.7021472,4332,2.7614002
393277,0.88,7.24,82,17.050226,4.5455999,1.9175974,3.2165699,0.33767939,0.81216532,3.9531286,4332,2.8667192
393279,0.88,7.32,78,15.038219,3.52,2.0601892,2.4653881,0.2588194,0.78994769,4.852921,4332,3.1444101
393280,0.88,7.36,76,12.657201,2.5504,2.0587742,2.4643543,0.25871086,0.78991359,4.854537,4332,3.1451824
393281,0.88,7.4,77,11.78551,2.1296,2.0485501,2.6326184,0.27637544,0.79531634,4.6081738,4332,3.0511518
393282,0.88,7.44,74,11.138371,1.9904,2.0776348,2.7938831,0.29330522,0.8002432,4.3999076,4332,2.924377
393283,0.88,7.48,76,12.657201,2.5504,2.080672,2.7955918,0.2934846,0.80029416,4.3978295,4332,2.9216676
393284,0.88,7.52,79,15.342851,3.6127999,2.0850046,2.7990155,0.29384401,0.80039626,4.3936734,4332,2.9173644
393286,0.88,7.6,77,19.342884,7.9136,1.9840647,3.1133592,0.32684419,0.80937397,4.0510273,4332,2.8567481
393287,0.88,7.64,95,33.131908,20.52,1.9951975,3.1209171,0.32763761,0.80958086,4.0436387,4332,2.8474655
393288,0.88,7.68,104,38.88245,24.937599,1.9999669,3.1244724,0.32801089,0.80967802,4.0401754,4332,2.8436108
393289,0.88,7.72,100,34.074253,19.812799,2.0123856,3.1359043,0.329211,0.80998987,4.0290928,4332,2.8309464
393290,0.88,7.76,80,17.995335,5.3839998,1.9728241,3.1060724,0.32607922,0.80917418,4.0581851,4332,2.8720014
458760,0.92,5.12,165,66.93367,33.513599,2.0402381,3.5282958,0.37040472,0.82018816,3.6922188,4332,2.6550167
458761,0.92,5.16,183,85.820915,58.868801,1.9102297,4.1902556,0.43989807,0.8355307,3.2669129,4332,2.536495
458762,0.92,5.2,188,92.159378,70.945602,1.9132158,4.1936727,0.4402568,0.83560485,3.2650659,4332,2.5334477
458763,0.92,5.24,176,77.418388,53.990398,1.907566,4.1876965,0.43962941,0.83547521,3.2682984,4332,2.538892
458764,0.92,5.28,162,58.95348,29.9216,1.9396914,3.8589184,0.40511388,0.82810956,3.4615562,4332,2.6163781
458765,0.92,5.32,158,54.271576,24.651199,1.9032716,3.8248353,0.40153581,0.82731813,3.4834912,4332,2.6570795
458766,0.92,5.36,154,52.546402,23.444799,1.9032881,3.8085473,0.39982587,0.82693803,3.4941123,4332,2.6621187
458767,0.92,5.4,148,49.678761,20.870399,1.936481,3.6673141,0.38499904,0.82358706,3.5901639,4332,2.6842809
458768,0.92,5.44,148,51.960201,22.4608,2.0045147,3.4885042,0.36622736,0.81919587,3.7229278,4332,2.6942585
458769,0.92,5.48,146,53.062256,22.820801,1.9887706,3.4740694,0.36471197,0.81883377,3.7342415,4332,2.7111063
458793,0.92,6.44,39,6.8312845,1.576,1.6471272,4.2005239,0.44097602,0.83575326,3.2613716,4332,2.7478666
458794,0.92,6.48,63,21.049376,11.9184,1.7321527,4.2894306,0.45030957,0.83766246,3.2145002,4332,2.6496587
458795,0.92,6.52,61,18.974976,10.8656,1.7351862,4.297945,0.45120344,0.83784366,3.210113,4332,2.6445997
458796,0.92,6.56,43,6.1693482,1.2431999,1.9082044,3.5502181,0.37270617,0.82073104,3.6755946,4332,2.7334845
458797,0.92,6.6,39,5.2229948,0.87840003,1.8631773,3.4825978,0.36560732,0.81904787,3.7275455,4332,2.7964396
458798,0.92,6.64,34,4.710113,0.78399998,1.8074423,3.4192095,0.35895273,0.81744653,3.7781112,4332,2.8683159
458800,0.92,6.72,23,2.7589223,0.44319999,1.8042376,3.3627536,0.35302591,0.81600052,3.8247519,4332,2.8902786
458801,0.92,6.76,26,3.3965585,0.60159999,1.8107414,3.3677087,0.35354611,0.81612819,3.8205957,4332,2.8829727
458802,0.92,6.8,50,20.402479,15.1504,1.6777112,4.4902782,0.47139481,0.84186423,3.1154468,4332,2.6418543
458808,0.92,7.04,86,18.348515,4.9503999,1.8909942,3.5156322,0.3690753,0.81987333,3.7019165,4332,2.7674823
458809,0.92,7.08,85,16.344223,4.1072001,1.8861351,3.5108318,0.36857137,0.81975377,3.7056108,4332,2.7733247
458810,0.92,7.12,132,54.408939,39.214401,1.9698704,3.8694439,0.40621889,0.82835281,3.4548602,4332,2.5781424
458811,0.92,7.16,124,49.052952,35.003201,1.9482789,3.8495302,0.40412831,0.82789212,3.4675593,4332,2.6019895
458812,0.92,7.2,87,18.252306,5.7312002,1.88597,3.5060446,0.36806878,0.81963438,3.709305,4332,2.7749166
458813,0.92,7.24,82,16.702732,4.2672,1.9175974,3.2165699,0.33767939,0.81216532,3.9531286,4332,2.8667192
458815,0.92,7.32,75,13.818519,3.0064001,2.0579395,2.463764,0.2586489,0.78989416,4.8554606,4332,3.1456633
458816,0.92,7.36,74,11.961161,2.296,2.0523496,2.4602277,0.25827765,0.78977746,4.861002,4332,3.1500492
458817,0.92,7.4,71,10.338152,1.7664,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
458818,0.92,7.44,74,11.186681,2.0128,2.0221951,2.6160452,0.27463558,0.79479659,4.631032,4332,3.0744026
458819,0.92,7.48,75,12.361161,2.4560001,2.0789108,2.7946422,0.29338491,0.80026585,4.398984,4332,2.9233236
458820,0.92,7.52,75,13.795877,2.9888,2.0792508,2.7948322,0.29340485,0.80027151,4.3987532,4332,2.9230154
458822,0.92,7.6,73,15.458254,4.5840001,1.9698285,3.1032608,0.32578406,0.80909693,4.060956,4332,2.8715911
458823,0.92,7.64,96,32.269508,18.8832,1.9955343,3.1211538,0.32766247,0.8095873,4.0434079,4332,2.8472283
458824,0.92,7.68,106,38.398075,23.4496,2.0005684,3.1249471,0.32806072,0.80969095,4.0397139,4332,2.8432076
458825,0.92,7.72,96,30.719749,16.9056,1.9973792,3.1225753,0.32781169,0.80962616,4.0420227,4332,2.8454046
458826,0.92,7.76,77,16.528574,4.6464,1.9691701,3.1032608,0.32578406,0.80909693,4.060956,4332,2.8753088
524296,0.96,5.12,170,65.611618,31.686399,2.0175042,3.5018666,0.36763015,0.81953007,3.7125375,4332,2.6822801
524297,0.96,5.16,185,80.567383,52.260799,1.9104319,4.1894021,0.43980846,0.83551222,3.2673748,4332,2.536768
524298,0.96,5.2,190,87.514908,65.3424,1.9140232,4.1945276,0.44034657,0.83562338,3.2646041,4332,2.5326967
524299,0.96,5.24,178,72.879311,49.139198,1.9084275,4.188549,0.4397189,0.83549368,3.2678366,4332,2.5380876
524300,0.96,5.28,165,55.563362,27.107201,1.9728594,3.9527218,0.41496149,0.83025962,3.4031401,4332,2.5549552
524301,0.96,5.32,158,49.380257,21.0224,1.9032716,3.8248353,0.40153581,0.82731813,3.4834912,4332,2.6570795
524302,0.96,5.36,154,47.384045,19.467199,1.8989673,3.7944963,0.39835078,0.82660902,3.5033479,4332,2.6710072
524303,0.96,5.4,154,49.08913,20.5168,1.939826,3.6705861,0.38534254,0.8236658,3.5878551,4332,2.6811497
524304,0.96,5.44,147,46.757408,18.3888,1.9890406,3.4743626,0.36474279,0.8188411,3.7340107,4332,2.7109091
524305,0.96,5.48,147,49.904499,20.448,1.9890406,3.4743626,0.36474279,0.8188411,3.7340107,4332,2.7109091
524329,0.96,6.44,39,6.4416518,1.3728,1.8389844,3.3757224,0.3543874,0.81633437,3.8138998,4332,2.8575308
524330,0.96,6.48,46,7.9989877,2.0544,1.6887984,4.2394814,0.44506586,0.83659369,3.240591,4332,2.7005758
524331,0.96,6.52,66,20.554316,11.4752,1.7384889,4.295701,0.45096785,0.83779591,3.2112677,4332,2.6425881
524332,0.96,6.56,45,6.0541601,1.128,1.9195857,3.5625155,0.37399715,0.82103443,3.6663587,4332,2.7196648
524333,0.96,6.6,43,5.1857195,0.75040001,1.8632835,3.4705524,0.36434278,0.81874532,3.7370121,4332,2.8015411
524334,0.96,6.64,41,5.1097188,0.75199997,1.8059831,3.0934603,0.32475519,0.8088274,4.0706534,4332,3.0038178
524335,0.96,6.68,41,5.6790199,0.94400001,1.8130529,3.1121817,0.32672057,0.80934173,4.0521817,4332,2.9892983
524336,0.96,6.72,37,5.1659374,0.93440002,1.814639,3.1121817,0.32672057,0.80934173,4.0521817,4332,2.987329
524337,0.96,6.76,36,5.5656357,1.1727999,1.8166517,3.3704677,0.35383576,0.81619918,3.8182867,4332,2.877867
524338,0.96,6.8,62,24.947359,17.566401,1.7283477,4.3437786,0.45601511,0.83881438,3.1867929,4332,2.6380656
524344,0.96,7.04,83,17.354012,4.5071998,1.8847151,3.5027611,0.36772406,0.81955242,3.7118449,4332,2.7771783
524345,0.96,7.08,85,16.445538,4.0672002,2.0048225,3.3295507,0.34954023,0.81514114,3.8529208,4332,2.7432268
524346,0.96,7.12,132,53.135281,36.686401,1.953258,3.8556635,0.40477219,0.82803422,3.4636343,4332,2.5965931
524347,0.96,7.16,125,48.64756,33.326401,1.9482315,3.8495302,0.40412831,0.82789212,3.4675593,4332,2.6021328
524348,0.96,7.2,84,16.055588,3.9375999,1.8600364,3.4834826,0.36570019,0.81907004,3.7268529,4332,2.805089
524349,0.96,7.24,81,16.333506,4.0256,1.8589579,3.4926503,0.36666262,0.8192997,3.7196953,4332,2.8018563
524351,0.96,7.32,74,13.893401,3.1024001,2.0523496,2.4602277,0.25827765,0.78977746,4.861002,4332,3.1500492
524352,0.96,7.36,71,11.475163,2.2272,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
524353,0.96,7.4,71,10.798904,1.9967999,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
524354,0.96,7.44,71,10.798904,1.9967999,2.1699402,2.1943636,0.23036693,0.78059751,5.3287926,4332,3.2184789
524355,0.96,7.48,74,12.493398,2.5792,2.0221951,2.6160452,0.27463558,0.79479659,4.631032,4332,3.0744026
524356,0.96,7.52,74,13.893401,3.1024001,2.0221951,2.6160452,0.27463558,0.79479659,4.631032,4332,3.0744026
524358,0.96,7.6,71,14.112141,3.536,1.9517542,3.0906715,0.32446241,0.80875063,4.0734243,4332,2.8917015
524359,0.96,7.64,98,32.997417,18.627199,1.9961938,3.1216276,0.32771221,0.80960023,4.0429463,4332,2.8467677
524360,0.96,7.68,107,37.744858,21.912001,2.0008624,3.1251845,0.32808563,0.80969745,4.0394826,4332,2.8430126
524361,0.96,7.72,96,29.768179,15.5696,2.0094926,3.1335158,0.32896024,0.80992478,4.0314016,4332,2.8334312
524362,0.96,7.76,73,14.958081,3.9247999,1.9529325,3.0913682,0.32453555,0.80876982,4.0727315,4332,2.8908815
589832,1,5.12,174,65.324028,31.7024,1.980449,4.1881227,0.43967414,0.83548445,3.2680674,4332,2.4746959
589833,1,5.16,191,80.142052,50.982399,1.8707906,4.6255822,0.48559919,0.84461278,3.0535674,4332,2.4480364
589834,1,5.2,196,86.54007,63.283199,1.9163909,4.1970954,0.44061613,0.83567899,3.2632186,4332,2.5304976
589835,1,5.24,185,71.888695,46.6544,1.9113679,4.1915364,0.44003251,0.83555853,3.2662203,4332,2.535346
589836,1,5.28,168,52.231857,23.878401,1.9740022,3.9538615,0.41508114,0.83028549,3.4024475,4332,2.5539382
589837,1,5.32,162,46.649288,18.4704,1.9044957,3.8262582,0.40168518,0.82735133,3.4825675,4332,2.656054
589838,1,5.36,155,43.29681,16.132799,1.8971061,3.7906504,0.39794704,0.82651883,3.5058877,4332,2.6741922
589839,1,5.4,152,43.631756,16.4608,2.0092266,3.4932435,0.36672491,0.81931454,3.7192335,4332,2.6893215
589840,1,5.44,147,43.177715,15.8464,1.9890406,3.4743626,0.36474279,0.8188411,3.7340107,4332,2.7109091
589841,1,5.48,146,45.879856,17.52,1.9887706,3.4740694,0.36471197,0.81883377,3.7342415,4332,2.7111063
589843,1,5.56,212,107.25992,67.764801,1.7884194,4.701169,0.49353436,0.84612101,3.0205495,4332,2.5008469
589844,1,5.6,216,101.99606,61.403198,1.7575474,4.8105621,0.50501859,0.84827071,2.9746017,4332,2.5009246
589845,1,5.64,220,100.21715,60.7136,1.7712932,4.8479767,0.50894642,0.84899724,2.9593627,4332,2.4799533
589846,1,5.68,230,100.38043,58.627201,1.7068344,5.0752439,0.5328052,0.85331875,2.8716233,4332,2.4837749
589847,1,5.72,241,106.37511,65.305603,1.7286115,5.1990304,0.54580051,0.85560954,2.8270607,4332,2.4375272
589848,1,5.76,241,99.900703,55.569599,1.7227715,5.1806989,0.54387599,0.85527301,2.8335257,4332,2.4467423
589849,1,5.8,252,105.71748,60.641602,1.7347451,5.2327561,0.54934102,0.85622633,2.8152852,4332,2.4254756
589850,1,5.84,256,105.91825,59.209599,1.737901,5.2387533,0.54997063,0.85633564,2.8132071,4332,2.421649
589851,1,5.88,264,109.86177,61.683201,1.7407111,5.2521291,0.55137485,0.85657924,2.8085892,4332,2.4168091
589852,1,5.92,281,125.52368,78.787201,1.7844169,5.3833981,0.56515563,0.85894412,2.7644885,4332,2.3516579
589853,1,5.96,414,484.10068,1121.304,1.6228344,6.8259382,0.71659517,0.88237268,2.3915954,4332,2.2500403
589854,1,6,427,514.89673,1218.8016,1.6351252,6.8202801,0.71600121,0.88228858,2.39275,4332,2.2402973
589855,1,6.04,253,99.349129,51.179199,1.7308867,5.0060754,0.52554381,0.85201973,2.8974833,4332,2.4807436
589856,1,6.08,240,90.816658,44.7328,1.759733,4.4819617,0.47052175,0.84169322,3.1193719,4332,2.587527
589857,1,6.12,233,88.308632,43.911999,1.7550919,4.466876,0.46893802,0.84138232,3.1265297,4332,2.5950193
589858,1,6.16,229,89.718727,47.023998,1.7504025,4.4533372,0.46751669,0.8411026,3.1329947,4332,2.6025057
589859,1,6.2,225,91.70388,50.416,1.740738,4.4432368,0.46645632,0.84089351,3.1378434,4332,2.6134903
589860,1,6.24,224,95.526314,54.923199,1.740486,4.4427567,0.46640596,0.84088355,3.1380744,4332,2.6137276
589861,1,6.28,222,99.456749,59.547199,1.7394621,4.441318,0.46625489,0.84085375,3.138767,4332,2.6148021
589862,1,6.32,221,105.13754,66.409599,1.7392042,4.4408388,0.46620458,0.8408438,3.138998,4332,2.6150451
589863,1,6.36,218,109.76509,72.201599,1.7379057,4.4389219,0.46600336,0.84080404,3.1399214,4332,2.6163785
589864,1,6.4,218,116.79842,80.283203,1.7379057,4.4389219,0.46600336,0.84080404,3.1399214,4332,2.6163785
589865,1,6.44,38,6.3326063,1.3472,1.7991958,3.0909038,0.32448679,0.80875701,4.0731931,4332,3.0102522
589866,1,6.48,39,5.4957714,1.008,1.8389844,3.3757224,0.3543874,0.81633437,3.8138998,4332,2.8575308
589867,1,6.52,68,19.654495,9.8448,1.7396786,4.2961497,0.45101497,0.83780551,3.2110367,4332,2.6415169
589868,1,6.56,47,6.4240294,1.1440001,1.9301816,3.576452,0.37546024,0.82137728,3.6559687,4332,2.7057781
589869,1,6.6,42,5.0604815,0.72000003,1.8530595,3.4693818,0.36421987,0.81871587,3.7379358,4332,2.8098269
589870,1,6.64,43,5.5340395,0.83359998,1.8068489,3.1105344,0.32654765,0.80929655,4.0537982,4332,2.9956634
589871,1,6.68,41,5.8814182,1.0048,1.8075278,3.1077149,0.32625163,0.80921924,4.0565691,4332,2.9961097
