Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
2883592,2.4,5.12,98,19.338196,4.9871998,1.7224751,4.0720506,0.42748877,0.83293778,3.3327177,4332,2.7246609
2883593,2.4,5.16,110,23.548876,7.2672,1.755661,4.1053715,0.43098685,0.83367461,3.3137844,4332,2.6867855
2883594,2.4,5.2,149,63.79744,53.396801,1.8876196,4.2983942,0.45125055,0.83785319,3.2098823,4332,2.522207
2883595,2.4,5.24,166,72.14373,55.459202,1.8416017,5.0103431,0.52599186,0.85210025,2.8958671,4332,2.3801572
2883596,2.4,5.28,196,96.457588,77.075203,1.7443261,4.9500575,0.51966298,0.85095739,2.9189563,4332,2.4807246
2883597,2.4,5.32,192,96.139763,77.020798,1.7417339,4.9452972,0.51916325,0.85086668,2.9208035,4332,2.4838464
2883598,2.4,5.36,138,49.180237,27.649599,1.8344277,4.5303302,0.47559953,0.84268451,3.0967443,4332,2.500021
2883599,2.4,5.4,99,24.355532,8.1968002,1.7887543,4.4722176,0.46949878,0.84149247,3.1239898,4332,2.5523651
2883600,2.4,5.44,89,22.076612,6.8239999,1.6835502,4.0400596,0.42413032,0.83222586,3.3511891,4332,2.767885
2883601,2.4,5.48,99,28.338076,9.3936005,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
2883602,2.4,5.52,99,26.283968,8.2575998,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
2883603,2.4,5.56,98,24.314575,7.2336001,1.9140311,3.1648533,0.33225012,0.81077564,4.0013852,4332,2.8986163
2883604,2.4,5.6,98,23.407227,6.7584,1.9140311,3.1648533,0.33225012,0.81077564,4.0013852,4332,2.8986163
2883605,2.4,5.64,99,24.140123,7.6767998,2.0233626,3.2345254,0.33956435,0.81264371,3.9367352,4332,2.7772229
2883606,2.4,5.68,106,29.500341,11.568,1.938341,4.0744705,0.42774281,0.83299142,3.3313322,4332,2.5390217
2883607,2.4,5.72,107,31.035128,12.4,1.9393374,4.0789142,0.4282093,0.83308989,3.3287923,4332,2.5369291
2883608,2.4,5.76,111,36.073177,16.4576,1.94587,4.0870185,0.42906013,0.83326936,3.3241746,4332,2.5292542
2883609,2.4,5.8,117,43.332603,22.2864,1.9438111,4.1176987,0.43228096,0.83394599,3.3068576,4332,2.5225163
2883611,2.4,5.88,81,17.579962,5.1231999,1.708672,4.6281843,0.48587233,0.84466499,3.0524127,4332,2.5821784
2883612,2.4,5.92,116,38.129456,19.742399,1.7516199,4.7494721,0.49860531,0.84707499,3,4332,2.5165818
2883613,2.4,5.96,254,246.81224,385.8176,1.6597934,5.946795,0.62430173,0.86861324,2.5973217,4332,2.3531168
2883614,2.4,6,281,277.85074,426.63199,1.6769022,5.9787717,0.62765867,0.86914039,2.5887785,4332,2.3332529
2883615,2.4,6.04,88,21.146307,8.0847998,1.7222097,4.6974115,0.49313989,0.84604651,3.0221658,4332,2.5537288
2883616,2.4,6.08,73,13.954205,3.2576001,1.6701124,4.3110061,0.45257458,0.83812112,3.2034173,4332,2.6990621
2883618,2.4,6.16,98,23.925661,7.0640001,2.1739228,2.6915231,0.28255931,0.79714298,4.5292082,4332,2.9014144
2883619,2.4,6.2,103,24.620855,7.7663999,2.0640137,3.6317027,0.38126051,0.82272613,3.6155622,4332,2.5817745
2883620,2.4,6.24,108,26.172426,9.0640001,2.0813704,3.6481271,0.38298476,0.82312405,3.6037867,4332,2.5630038
2883621,2.4,6.28,118,31.93001,13.32,2.0887334,3.6539593,0.38359705,0.82326496,3.5996306,4332,2.5559702
2883622,2.4,6.32,136,46.120518,25.264,2.0909917,3.654284,0.38363111,0.82327282,3.5993996,4332,2.5554016
2883623,2.4,6.36,141,50.217499,28.203199,2.0932903,3.6562326,0.3838357,0.82331985,3.5980144,4332,2.553371
2883624,2.4,6.4,143,52.627251,29.5632,2.0940514,3.6568825,0.38390392,0.82333553,3.5975525,4332,2.552731
2883625,2.4,6.44,135,48.889046,26.559999,2.09025,3.6536348,0.38356298,0.82325715,3.5998614,4332,2.556118
2883626,2.4,6.48,112,33.37841,13.2912,2.0717094,3.6342692,0.38152996,0.82278842,3.6137152,4332,2.5759349
2883628,2.4,6.56,140,46.455849,20.4496,1.7375164,4.8218389,0.50620246,0.84849012,2.9699838,4332,2.5109482
2883629,2.4,6.6,250,122.30885,81.734398,1.7552898,5.2817984,0.55448955,0.85711771,2.79843,4332,2.3966267
2883630,2.4,6.64,333,246.16293,295.42719,1.6523836,6.079493,0.63823247,0.87078667,2.5624566,4332,2.3373783
2883631,2.4,6.68,376,315.11633,423.06079,1.6752983,6.1338792,0.643942,0.87166685,2.5486031,4332,2.3096297
2883632,2.4,6.72,346,286.73163,391.32321,1.6602125,6.103847,0.64078921,0.87118155,2.5562227,4332,2.3267789
2883633,2.4,6.76,245,119.48609,80.689598,1.7437404,5.3029041,0.55670524,0.85749936,2.7912722,4332,2.4019136
2883634,2.4,6.8,133,42.102222,18.5056,1.7334299,4.7842689,0.5022583,0.84775752,2.9854536,4332,2.5233295
2883635,2.4,6.84,102,27.904093,9.9904003,1.7234261,4.7054706,0.49398595,0.84620631,3.0187023,4332,2.5492885
2949125,2.44,5,91,24.069202,7.9791999,1.7116767,4.0611973,0.42634937,0.83269674,3.3389518,4332,2.7367933
2949126,2.44,5.04,93,22.6196,7.2512002,1.7166827,4.0656123,0.42681286,0.83279485,3.336412,4332,2.7312412
2949127,2.44,5.08,95,20.936886,6.1152,1.7192032,4.0676222,0.42702386,0.83283949,3.3352575,4332,2.72861
2949128,2.44,5.12,99,20.556149,5.6399999,1.7229687,4.072454,0.42753109,0.83294672,3.3324866,4332,2.7242024
2949129,2.44,5.16,108,25.568607,9.5120001,1.7564685,4.1061912,0.43107289,0.83369267,3.3133225,4332,2.6856608
2949130,2.44,5.2,146,65.384041,57.155201,1.884479,4.2943559,0.45082664,0.8377673,3.2119603,4332,2.5257189
2949131,2.44,5.24,157,69.650795,57.556801,1.8332726,4.9945283,0.52433157,0.85180146,2.9018703,4332,2.3904867
2949132,2.44,5.28,199,95.012352,72.447998,1.7465062,4.9530373,0.51997584,0.85101414,2.9178019,4332,2.4783068
2949133,2.44,5.32,196,96.458672,74.358398,1.7447696,4.9494619,0.51960045,0.85094607,2.9191873,4332,2.4804602
2949134,2.44,5.36,136,44.814804,22.3088,1.8361874,4.5353246,0.47612381,0.84278637,3.0944355,4332,2.4971414
2949135,2.44,5.4,93,21.479176,6.4112,1.718068,4.0740671,0.42770046,0.83298248,3.3315632,4332,2.7274337
2949136,2.44,5.44,91,23.507652,7.6128001,1.7085429,4.0660138,0.42685503,0.83280379,3.3361809,4332,2.738055
2949137,2.44,5.48,99,25.868111,7.9408002,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
2949138,2.44,5.52,99,23.656672,6.8048,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
2949139,2.44,5.56,99,22.028542,5.9888,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
2949140,2.44,5.6,101,22.955265,7.2704,2.1442368,3.4542341,0.36262965,0.81833416,3.7499423,4332,2.5864291
2949141,2.44,5.64,104,24.870157,8.7679996,1.9148821,4.1313443,0.43371353,0.83424568,3.299238,4332,2.542743
2949142,2.44,5.68,107,27.143057,10.2272,1.9393374,4.0789142,0.4282093,0.83308989,3.3287923,4332,2.5369291
2949143,2.44,5.72,110,30.178013,12.1952,1.9445305,4.0858006,0.42893228,0.83324242,3.3248672,4332,2.5306826
2949144,2.44,5.76,117,37.633255,18.0592,1.9438111,4.1176987,0.43228096,0.83394599,3.3068576,4332,2.5225163
2949145,2.44,5.8,117,41.247566,21.555201,1.9435432,4.1168747,0.43219444,0.83392787,3.3073194,4332,2.5229852
2949147,2.44,5.88,79,16.4041,4.3280001,1.6981757,4.3309746,0.45467094,0.83854401,3.1932578,4332,2.6690454
2949148,2.44,5.92,113,36.26059,18.2752,1.7429016,4.7358041,0.49717039,0.84680581,3.0057724,4332,2.5274005
2949149,2.44,5.96,255,248.32645,383.55841,1.6574482,5.9528184,0.62493402,0.86871266,2.5957053,4332,2.3541784
2949150,2.44,6,281,275.1554,414.90399,1.6768477,5.9779029,0.62756747,0.86912608,2.5890095,4332,2.3334522
2949151,2.44,6.04,87,20.586992,7.6176,1.7231727,4.7022433,0.49364719,0.84614235,3.0200877,4332,2.5516796
2949152,2.44,6.08,72,13.940583,3.3840001,1.6738513,4.3159809,0.45309684,0.83822662,3.2008774,4332,2.6942637
2949154,2.44,6.16,98,22.458633,6.2016001,2.1739228,2.6915231,0.28255931,0.79714298,4.5292082,4332,2.9014144
2949155,2.44,6.2,100,21.186428,5.6799998,2.029578,3.0390728,0.31904551,0.80731934,4.1256061,4332,2.8478999
2949156,2.44,6.24,106,22.930782,6.9520001,2.0765488,3.6436036,0.38250989,0.82301462,3.6070192,4332,2.5681181
2949157,2.44,6.28,116,28.086861,10.4752,2.0877848,3.6533105,0.38352892,0.82324928,3.6000924,4332,2.5567975
2949158,2.44,6.32,135,42.002838,21.3664,2.0905917,3.6539593,0.38359705,0.82326496,3.5996306,4332,2.5557411
2949159,2.44,6.36,141,46.87661,24.9328,2.0932903,3.6562326,0.3838357,0.82331985,3.5980144,4332,2.553371
2949160,2.44,6.4,143,49.256073,26.190399,2.0940514,3.6568825,0.38390392,0.82333553,3.5975525,4332,2.552731
2949161,2.44,6.44,135,45.918346,23.6224,2.09025,3.6536348,0.38356298,0.82325715,3.5998614,4332,2.556118
2949162,2.44,6.48,108,28.810131,9.9407997,2.0641916,3.6275399,0.38082349,0.8226251,3.6185639,4332,2.5838494
2949164,2.44,6.56,151,53.251259,25.142401,1.7357323,4.8088756,0.50484151,0.84823787,2.9752944,4332,2.5160606
2949165,2.44,6.6,244,119.00291,79.587196,1.7523447,5.27841,0.55413383,0.85705632,2.7995844,4332,2.3995914
2949166,2.44,6.64,327,238.09438,278.47839,1.64882,6.0696263,0.63719672,0.87062633,2.5649965,4332,2.3419969
2949167,2.44,6.68,378,314.86804,412.784,1.6764989,6.1384554,0.64442241,0.87174064,2.5474486,4332,2.3078694
2949168,2.44,6.72,341,267.39624,334.8576,1.6543702,6.0571156,0.63588327,0.87042272,2.568229,4332,2.339932
2949169,2.44,6.76,236,114.9444,78.233597,1.7357706,5.2858706,0.55491704,0.85719144,2.7970445,4332,2.4120088
2949170,2.44,6.8,139,45.787209,20.9408,1.7353064,4.7831564,0.50214154,0.84773576,2.9859154,4332,2.5222228
2949171,2.44,6.84,105,28.342794,9.7296,1.7680697,4.3469915,0.45635241,0.83888209,3.1851766,4332,2.605021
3014661,2.48,5,93,26.343472,9.3439999,1.7166827,4.0656123,0.42681286,0.83279485,3.336412,4332,2.7312412
3014662,2.48,5.04,94,23.997847,7.848,1.7181956,4.0668178,0.42693943,0.83282161,3.3357193,4332,2.7296429
3014663,2.48,5.08,96,22.414553,6.7584,1.7209766,4.0708418,0.42736188,0.83291095,3.3334103,4332,2.7261503
3014664,2.48,5.12,99,21.962479,6.3392,1.7222726,4.0760851,0.42791232,0.83302724,3.3304086,4332,2.723722
3014665,2.48,5.16,110,28.677963,11.6144,1.7623684,4.111526,0.43163294,0.83381015,3.3103209,4332,2.6791348
3014666,2.48,5.2,143,68.010849,61.513599,1.882796,4.2930117,0.4506855,0.83773869,3.2126529,4332,2.5273335
3014667,2.48,5.24,138,61.245945,54.243198,1.8804229,4.2916679,0.45054445,0.83771008,3.2133458,4332,2.5294464
3014668,2.48,5.28,201,93.792572,68.136002,1.7475344,4.9542303,0.52010107,0.85103685,2.91734,4332,2.4772599
3014669,2.48,5.32,205,99.893875,73.563202,1.7503237,4.9566178,0.52035171,0.85108227,2.9164166,4332,2.4745078
3014670,2.48,5.36,119,33.049381,12.7136,1.8225781,4.5218649,0.47471082,0.84251159,3.1006696,4332,2.5114212
3014671,2.48,5.4,95,23.788391,7.7168002,1.7226135,4.0772972,0.42803955,0.83305407,3.329716,4332,2.722666
3014672,2.48,5.44,90,24.336477,8.2096004,1.7034022,4.0619993,0.42643356,0.83271456,3.33849,4332,2.7437031
3014673,2.48,5.48,99,23.890995,6.8080001,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3014674,2.48,5.52,99,21.55685,5.6719999,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3014675,2.48,5.56,99,19.836058,4.8559999,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3014676,2.48,5.6,102,21.354502,6.5888,2.0577891,3.6843927,0.38679197,0.82399762,3.5781574,4332,2.5670023
3014677,2.48,5.64,107,24.065447,8.2287998,1.9396987,4.0756817,0.42786995,0.8330183,3.3306396,4332,2.5375769
3014678,2.48,5.68,110,26.175636,9.4927998,1.9453163,4.0866127,0.42901751,0.83326036,3.3244054,4332,2.5297737
3014679,2.48,5.72,117,32.794746,14.5872,1.9438111,4.1176987,0.43228096,0.83394599,3.3068576,4332,2.5225163
3014680,2.48,5.76,118,36.913143,18.593599,1.9440752,4.1172867,0.43223771,0.83393693,3.3070884,4332,2.5224857
3014681,2.48,5.8,120,41.129978,21.5984,1.9459376,4.1189356,0.43241081,0.83397317,3.3061647,4332,2.5205612
3014683,2.48,5.88,80,17.537695,5.0159998,1.6850351,4.3182459,0.45333466,0.8382746,3.199723,4332,2.6843731
3014684,2.48,5.92,115,39.088902,21.027201,1.7430632,4.734714,0.49705595,0.84678435,3.0062342,4332,2.5276208
3014685,2.48,5.96,257,250.46022,381.34879,1.6587613,5.9554038,0.62520546,0.86875534,2.5950127,4332,2.3526247
3014686,2.48,6,280,271.25156,401.6976,1.6760868,5.9744306,0.62720293,0.86906892,2.5899332,4332,2.3346968
3014687,2.48,6.04,87,22.522314,9.8752003,1.7129197,4.6824412,0.4915683,0.84574914,3.0286307,4332,2.5655274
3014688,2.48,6.08,73,15.164352,4.0879998,1.6733066,4.3146229,0.45295429,0.83819783,3.20157,4332,2.6952012
3014690,2.48,6.16,96,20.586645,5.1968002,2.1555057,2.6755936,0.28088704,0.7966522,4.5502195,4332,2.9254344
3014691,2.48,6.2,98,19.164841,4.5728002,2.1739228,2.6915231,0.28255931,0.79714298,4.5292082,4332,2.9014144
3014692,2.48,6.24,104,20.403437,5.3263998,2.0655553,3.6329856,0.38139519,0.8227573,3.6146386,4332,2.580194
3014693,2.48,6.28,114,25.351692,8.5888004,2.0868218,3.6526618,0.38346082,0.8232336,3.6005542,4332,2.5576389
3014694,2.48,6.32,132,36.997169,16.7808,2.0861943,3.6461871,0.38278109,0.82307708,3.6051719,4332,2.5621002
3014695,2.48,6.36,141,44.165913,22.1168,2.0932903,3.6562326,0.3838357,0.82331985,3.5980144,4332,2.553371
3014696,2.48,6.4,144,46.904133,23.440001,2.0944271,3.6572077,0.38393804,0.8233434,3.5973217,4332,2.5524156
3014697,2.48,6.44,135,43.542473,21.120001,2.09025,3.6536348,0.38356298,0.82325715,3.5998614,4332,2.556118
3014698,2.48,6.48,102,24.23518,7.0128002,2.0415158,3.6065512,0.37862009,0.82211411,3.6338029,4332,2.6088505
3014700,2.48,6.56,153,57.65152,29.739201,1.7320657,4.791513,0.5030188,0.84789914,2.9824522,4332,2.5235572
3014701,2.48,6.6,232,113.18958,76.792,1.743956,5.2635527,0.5525741,0.85678685,2.8046641,4332,2.4094386
3014702,2.48,6.64,316,216.93454,229.54559,1.6796807,5.7506189,0.6037069,0.86533028,2.6518126,4332,2.3721867
3014703,2.48,6.68,387,319.26297,406.25919,1.6807467,6.1467099,0.645289,0.87187362,2.5453706,4332,2.3031301
3014704,2.48,6.72,336,250.19733,290.2048,1.6510687,6.0455441,0.63466853,0.87023413,2.5712306,4332,2.3446705
3014705,2.48,6.76,228,110.93597,76.228798,1.7300073,5.2757025,0.55384958,0.85700727,2.800508,4332,2.4187896
3014706,2.48,6.8,143,50.915245,26.024,1.7396303,4.7870526,0.50255054,0.847812,2.9842992,4332,2.5177484
3014707,2.48,6.84,109,30.73826,11.0784,1.7687589,4.3465323,0.45630419,0.83887243,3.1854076,4332,2.6047912
3080197,2.52,5,92,27.492918,9.9807997,1.7171693,4.0660138,0.42685503,0.83280379,3.3361809,4332,2.7305984
3080198,2.52,5.04,92,24.954393,8.4015999,1.714157,4.0636044,0.42660207,0.8327502,3.3375664,4332,2.733973
3080199,2.52,5.08,98,25.468073,8.3456001,1.7224751,4.0720506,0.42748877,0.83293778,3.3327177,4332,2.7246609
3080200,2.52,5.12,98,23.871679,7.408,1.7217767,4.0756817,0.42786995,0.8330183,3.3306396,4332,2.7241831
3080201,2.52,5.16,112,33.886379,16.351999,1.8120769,4.1762185,0.43842444,0.83522582,3.2745326,4332,2.6176476
3080202,2.52,5.2,143,72.09565,66.588799,1.882796,4.2930117,0.4506855,0.83773869,3.2126529,4332,2.5273335
3080203,2.52,5.24,133,62.650902,56.481602,1.8762754,4.2871957,0.45007494,0.83761483,3.2156546,4332,2.533843
3080204,2.52,5.28,209,96.720192,66.649597,1.7680256,4.9933157,0.52420431,0.85177857,2.9023321,4332,2.4505713
3080205,2.52,5.32,213,102.5191,71.6912,1.7538532,4.9619985,0.52091658,0.85118461,2.9143386,4332,2.4707222
3080206,2.52,5.36,98,24.545853,7.9744,1.7294513,4.0833678,0.42867684,0.83318853,3.3262527,4332,2.7151225
3080207,2.52,5.4,95,26.026886,9.0752001,1.7166551,4.072454,0.42753109,0.83294672,3.3324866,4332,2.7293558
3080208,2.52,5.44,92,27.531065,10.1632,1.7126089,4.0692315,0.42719281,0.83287519,3.3343339,4332,2.7336004
3080209,2.52,5.48,99,22.448984,5.9952002,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3080210,2.52,5.52,99,20.027828,4.8592,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3080211,2.52,5.56,99,18.23999,4.0432,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3080212,2.52,5.6,108,23.114809,7.7536001,1.9195584,4.1429939,0.43493646,0.83450097,3.292773,4332,2.5356784
3080213,2.52,5.64,112,24.451399,8.1904001,1.9464202,4.0874248,0.42910275,0.8332783,3.3239436,4332,2.528738
3080214,2.52,5.68,117,29.080223,11.8704,1.9438111,4.1176987,0.43228096,0.83394599,3.3068576,4332,2.5225163
3080215,2.52,5.72,121,34.797466,17.0704,1.9456514,4.1185231,0.43236753,0.83396411,3.3063958,4332,2.5210068
3080216,2.52,5.76,121,36.525146,17.945601,1.9472673,4.120173,0.43254071,0.83400041,3.3054721,4332,2.5191369
3080217,2.52,5.8,118,36.525784,17,1.9444786,4.1176987,0.43228096,0.83394599,3.3068576,4332,2.5220189
3080219,2.52,5.88,77,17.906757,5.5823998,1.6659086,4.3006406,0.45148644,0.837901,3.2087278,4332,2.7061684
3080220,2.52,5.92,113,40.990875,24.180799,1.7433517,4.7632198,0.50004852,0.84734511,2.9942276,4332,2.5205235
3080221,2.52,5.96,260,252.92873,378.81921,1.660694,5.9588542,0.62556767,0.86881226,2.594089,4332,2.3504028
3080222,2.52,6,281,270.72192,393.29599,1.6766264,5.9744306,0.62720293,0.86906892,2.5899332,4332,2.3342528
3080223,2.52,6.04,85,22.815947,10.3744,1.7018347,4.3419452,0.45582262,0.83877569,3.1877165,4332,2.6631067
3080224,2.52,6.08,72,16.118212,4.8080001,1.6844943,4.1919632,0.44007736,0.83556777,3.2659893,4332,2.7199583
3080226,2.52,6.16,95,19.840269,4.8207998,2.1362386,2.6624339,0.27950552,0.79624492,4.5677671,4332,2.9486566
3080227,2.52,6.2,97,18.326664,4.1264,2.1553333,2.6757677,0.28090531,0.79665756,4.5499883,4332,2.9257457
3080228,2.52,6.24,102,18.849606,4.4303999,2.0409906,3.6116168,0.37915188,0.82223767,3.6301086,4332,2.6070774
3080229,2.52,6.28,111,22.382889,6.3776002,2.0841122,3.650393,0.38322264,0.82317883,3.6021705,4332,2.5603058
3080230,2.52,6.32,131,34.457516,14.3072,2.097589,3.6624169,0.38448492,0.82346904,3.5936275,4332,2.546994
3080231,2.52,6.36,142,42.616314,20.027201,2.0936725,3.6565576,0.3838698,0.82332772,3.5977833,4332,2.5530493
3080232,2.52,6.4,144,44.738503,20.958401,2.0944271,3.6572077,0.38393804,0.8233434,3.5973217,4332,2.5524156
3080233,2.52,6.44,135,41.774498,19.052799,2.09025,3.6536348,0.38356298,0.82325715,3.5998614,4332,2.556118
3080234,2.52,6.48,97,21.706116,5.6960001,1.98742,3.0603235,0.32127643,0.8079111,4.1039019,4332,2.8747013
3080236,2.52,6.56,152,60.740761,33.8176,1.7554715,4.4212713,0.46415037,0.84043747,3.1484644,4332,2.599092
3080237,2.52,6.6,220,109.53291,77.198402,1.7297609,5.2247815,0.54850382,0.85608077,2.8180559,4332,2.4295197
3080238,2.52,6.64,306,195.06593,186.5696,1.674884,5.7433934,0.60294837,0.86520773,2.6538906,4332,2.3772564
3080239,2.52,6.68,400,325.23215,400.6608,1.6867294,6.1586719,0.64654481,0.87206608,2.5423689,4332,2.2964332
3080240,2.52,6.72,327,236.74025,265.18079,1.6308156,6.0911946,0.63946092,0.87097657,2.5594552,4332,2.3543589
3080241,2.52,6.76,219,108.00165,76.419197,1.7190454,5.2501187,0.55116373,0.85654265,2.8092818,4332,2.4333818
3080242,2.52,6.8,143,53.766697,29.2736,1.7617904,4.3817158,0.45999777,0.83961177,3.1678596,4332,2.6042464
3080243,2.52,6.84,107,32.848911,13.4768,1.73841,4.360815,0.45780361,0.83917314,3.1782498,4332,2.6276486
3145740,2.56,5.28,193,96.018463,65.720001,1.7620473,4.9890771,0.52375931,0.85169834,2.9039483,4332,2.4557638
3145741,2.56,5.32,223,106.57522,70.559998,1.7586461,4.9679904,0.52154559,0.85129845,2.9120295,4332,2.4658313
3145745,2.56,5.48,100,22.015041,5.7024002,1.9141309,3.1653404,0.33230123,0.81078881,4.0009236,4332,2.8987083
3145746,2.56,5.52,99,19.094389,4.3663998,1.9140842,3.1650968,0.33227566,0.81078219,4.0011544,4332,2.8986592
3145747,2.56,5.56,104,20.665718,5.9424,2.0902879,3.8441346,0.40356186,0.82776695,3.4710228,4332,2.4874547
3145748,2.56,5.6,111,23.1805,7.4032001,1.9439391,4.0829625,0.42863429,0.83317959,3.3264835,4332,2.5320978
3145749,2.56,5.64,120,28.053198,10.6688,1.9462061,4.1197605,0.43249741,0.83399135,3.3057032,4332,2.5200915
3145750,2.56,5.68,122,31.910679,14.4912,1.94617,4.1189356,0.43241081,0.83397317,3.3061647,4332,2.5205204
3145751,2.56,5.72,120,31.543627,13.9184,1.946743,4.1197605,0.43249741,0.83399135,3.3057032,4332,2.519629
3145752,2.56,5.76,116,30.527962,12.5392,1.9438113,4.1172867,0.43223771,0.83393693,3.3070884,4332,2.522558
3145753,2.56,5.8,115,31.318863,11.5856,1.9143244,4.0821519,0.42854923,0.83316165,3.3269453,4332,2.5582788
3145755,2.56,5.88,77,20.508144,7.8783998,1.6979295,4.2026691,0.44120127,0.83579969,3.260217,4332,2.7053065
3145756,2.56,5.92,107,42.286747,28.382401,1.7551466,4.8201442,0.50602448,0.84845722,2.9706764,4332,2.4966187
3145757,2.56,5.96,264,255.88359,376.22079,1.6631794,5.9623084,0.62593031,0.86886925,2.5931656,4332,2.3477232
3145758,2.56,6,283,269.96823,384.19199,1.6778131,5.9761662,0.62738514,0.86909747,2.5894713,4332,2.3329682
3145759,2.56,6.04,85,26.858656,14.1808,1.6997496,4.3391972,0.45553413,0.8387177,3.1891019,4332,2.6657193
3145760,2.56,6.08,72,18.031601,5.9856,1.6844943,4.1919632,0.44007736,0.83556777,3.2659893,4332,2.7199583
3145762,2.56,6.16,95,20.142962,4.9903998,2.1362386,2.6624339,0.27950552,0.79624492,4.5677671,4332,2.9486566
3145763,2.56,6.2,96,18.240326,4.1264,2.1555057,2.6755936,0.28088704,0.7966522,4.5502195,4332,2.9254344
3145764,2.56,6.24,98,17.296539,3.6656001,2.1739228,2.6915231,0.28255931,0.79714298,4.5292082,4332,2.9014144
3145765,2.56,6.28,107,20.187422,4.9823999,2.0770478,3.6439264,0.38254377,0.82302243,3.6067882,4332,2.5676804
3145766,2.56,6.32,129,32.257652,12.2928,2.0967188,3.6617649,0.38441649,0.82345331,3.594089,4332,2.5477438
3145767,2.56,6.36,142,41.14254,18.08,2.0936725,3.6565576,0.3838698,0.82332772,3.5977833,4332,2.5530493
3145768,2.56,6.4,145,43.569824,19.076799,2.0948,3.6575327,0.3839722,0.82335126,3.5970907,4332,2.5521033
3145769,2.56,6.44,135,40.618332,17.420799,2.09025,3.6536348,0.38356298,0.82325715,3.5998614,4332,2.556118
3145770,2.56,6.48,92,20.469498,5.2575998,2.1360829,2.6617448,0.27943319,0.79622358,4.5686908,4332,2.948348
3145772,2.56,6.56,147,63.753483,38.316799,1.7506953,4.4160509,0.4636023,0.84032881,3.1510043,4332,2.6042647
3145773,2.56,6.6,206,107.17625,79.827202,1.7866222,4.9063721,0.51507682,0.85012239,2.9360425,4332,2.4512973
3145774,2.56,6.64,279,159.04871,130.0768,1.6563576,5.6948962,0.59785706,0.86438197,2.6679749,4332,2.4015524
3145775,2.56,6.68,413,329.58594,395.19199,1.6921768,6.1669807,0.64741707,0.87219959,2.5402908,4332,2.2908719
3145776,2.56,6.72,311,206.54886,204.6944,1.6695566,5.7951722,0.60838419,0.86608338,2.6391134,4332,2.372473
3145777,2.56,6.76,208,107.22983,79.923203,1.7131537,5.2400875,0.5501107,0.85635996,2.8127453,4332,2.4401305
3145778,2.56,6.8,139,58.079079,35.065601,1.7537223,4.3724017,0.45901999,0.8394165,3.1724775,4332,2.6134801
3145779,2.56,6.84,110,39.836937,19.856001,1.7075089,4.3232374,0.45385867,0.83838034,3.1971831,4332,2.6651118
3211267,2.6,4.92,98,48.64201,36.0256,1.8034496,4.6033263,0.48326275,0.84416503,3.0634956,4332,2.5155048
3211268,2.6,4.96,95,43.277508,29.6112,1.9441136,4.1363292,0.43423679,0.834355,3.2964673,4332,2.5154455
3211269,2.6,5,82,29.831656,16.628799,1.9271398,4.1057811,0.43102986,0.83368361,3.3135533,4332,2.5379593
3211270,2.6,5.04,66,18.134392,7.6672001,1.8786671,4.1779151,0.43860254,0.83526272,3.2736089,4332,2.5591314
3211271,2.6,5.08,57,14.110662,5.5760002,1.8931323,4.0680242,0.42706606,0.83284837,3.3350265,4332,2.5767901
3211272,2.6,5.12,47,9.1046562,2.0480001,1.9336237,3.1785467,0.33368763,0.81114531,3.9884553,4332,2.8667684
3211276,2.6,5.28,172,89.331169,61.200001,1.9385681,4.6851077,0.49184823,0.84580213,3.0274763,4332,2.3846505
3211277,2.6,5.32,204,103.39691,67.7472,1.7503124,4.9584103,0.52053988,0.85111636,2.9157238,4332,2.4740329
3211281,2.6,5.48,101,22.249674,5.8256001,1.8593744,3.8811255,0.40744519,0.82862222,3.4474716,4332,2.6669788
3211282,2.6,5.52,100,19.163813,4.3488002,1.9141309,3.1653404,0.33230123,0.81078881,4.0009236,4332,2.8987083
3211283,2.6,5.56,113,24.38604,7.6592002,1.9454262,4.0841784,0.42876196,0.83320647,3.3257909,4332,2.530618
3211284,2.6,5.6,121,27.538715,9.7376003,1.9467298,4.120173,0.43254071,0.83400041,3.3054721,4332,2.5196002
3211285,2.6,5.64,125,31.26116,13.1584,1.9485203,4.1209984,0.43262738,0.83401853,3.3050103,4332,2.5181401
3211286,2.6,5.68,124,30.814224,12.776,1.9492241,4.1218243,0.43271407,0.83403671,3.3045485,4332,2.5172133
